Genotype,Locality,Temperature,t_min,Survival 
APG2,Linares,-9,0,1
APG2,Linares,-9,0,1
APG2,Linares,-9,0,1
APG2,Linares,-9,0,1
APG2,Linares,-9,0,1
APG2,Linares,-9,0,1
APG2,Linares,-9,0,1
APG2,Linares,-9,30,1
APG2,Linares,-9,30,1
APG2,Linares,-9,30,1
APG2,Linares,-9,30,0
APG2,Linares,-9,30,0
APG2,Linares,-9,30,0
APG2,Linares,-9,30,0
APG2,Linares,-9,30,0
APG2,Linares,-9,30,0
APG2,Linares,-9,30,0
APG2,Linares,-9,40,1
APG2,Linares,-9,40,1
APG2,Linares,-9,40,1
APG2,Linares,-9,40,1
APG2,Linares,-9,40,0
APG2,Linares,-9,40,0
APG2,Linares,-9,40,0
APG2,Linares,-9,40,0
APG2,Linares,-9,40,0
APG2,Linares,-9,40,0
APG2,Linares,-9,60,1
APG2,Linares,-9,60,1
APG2,Linares,-9,60,1
APG2,Linares,-9,60,1
APG2,Linares,-9,60,0
APG2,Linares,-9,60,0
APG2,Linares,-9,60,0
APG2,Linares,-9,60,0
APG2,Linares,-9,60,0
APG2,Linares,-9,60,0
APG2,Linares,-9,90,1
APG2,Linares,-9,90,1
APG2,Linares,-9,90,1
APG2,Linares,-9,90,0
APG2,Linares,-9,90,0
APG2,Linares,-9,90,0
APG2,Linares,-9,90,0
APG2,Linares,-9,90,0
APG2,Linares,-9,90,0
APG2,Linares,-9,90,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
APG2,Linares,-9,120,0
